Order_ID,Order_Date,Model,Vehicle_Type,Powertrain,Model_Year,Country,Region,Sales_Channel,Payment_Method,Salesperson,Quantity,Unit_Price_USD,Discount_Rate,Discount_Amount_USD,Revenue_USD,Estimated_Cost_USD,Estimated_Profit_USD,Customer_ID,Customer_Segment,Delivery_Days,Customer_Rating,Month
BYD-106056,2025-11-02,BYD Yuan Plus,SUV,EV,2022,Pakistan,Asia,Dealership,Financing,Salesperson_069,1,31206.18,0.0363,1132.78,30073.4,23827.75,6245.64,CUST-35555,Individual,3,3.6,2025-11
BYD-106057,2025-12-29,BYD Qin Plus DM-i,Sedan,PHEV,2021,Japan,Asia,Fleet,Cash,Salesperson_038,1,23266.02,0.0401,932.97,22333.05,17059.21,5273.84,CUST-79324,Individual,50,4.4,2025-12
BYD-106058,2026-07-02,BYD Yuan Plus,SUV,EV,2022,Thailand,Asia,Fleet,Financing,Salesperson_071,1,31156.72,0.0551,1716.74,29439.98,24055.42,5384.56,CUST-72550,Individual,29,3.8,2026-07
BYD-106059,2025-10-29,BYD Shark,Pickup,PHEV,2024,United Kingdom,Europe,Online,Financing,Salesperson_023,1,51386.34,0.0272,1397.71,49988.63,39723.87,10264.76,CUST-28385,Individual,57,3.9,2025-10
BYD-106060,2024-11-01,BYD Song Plus DM-i,SUV,PHEV,2021,UAE,Middle East,Corporate,Lease,Salesperson_062,1,31796.75,0.0784,2492.87,29303.88,22879.68,6424.2,CUST-61232,Individual,58,4.3,2024-11
BYD-106061,2024-07-11,BYD Han,Sedan,EV,2020,Mexico,North America,Corporate,Cash,Salesperson_029,1,53651.86,0.0586,3144.0,50507.86,39501.42,11006.44,CUST-27542,Individual,36,4.5,2024-07
BYD-106062,2024-06-02,BYD Dolphin,Hatchback,EV,2023,Thailand,Asia,Dealership,Cash,Salesperson_034,1,23784.38,0.077,1831.4,21952.98,18403.97,3549.01,CUST-26231,Individual,33,4.5,2024-06
BYD-106063,2025-06-13,BYD Atto 3,SUV,EV,2022,Mexico,North America,Dealership,Lease,Salesperson_057,1,40389.42,0.0459,1853.87,38535.55,31731.6,6803.95,CUST-71087,Individual,34,3.9,2025-06
BYD-106064,2026-02-22,BYD Seal,Sedan,EV,2023,United Kingdom,Europe,Corporate,Lease,Salesperson_086,1,40240.17,0.0852,3428.46,36811.71,31025.7,5786.01,CUST-76092,Individual,54,4.275664983164983,2026-02
BYD-106065,2024-09-03,BYD Han,Sedan,EV,2020,Brazil,South America,Corporate,Financing,Salesperson_020,1,56378.26,0.1088,6133.95,50244.31,41405.33,8838.98,CUST-78194,Individual,9,4.2,2024-09
BYD-106066,2026-07-10,BYD Song Plus DM-i,SUV,PHEV,2021,Mexico,North America,Fleet,Lease,Salesperson_083,1,32944.77,0.0187,616.07,32328.7,26907.92,5420.78,CUST-31938,Individual,45,4.3,2026-07
BYD-106067,2024-02-28,BYD Shark,Pickup,PHEV,2024,United Kingdom,Europe,Online,Cash,Salesperson_100,1,56909.9,0.0385,2191.03,54718.87,44903.99,9814.88,CUST-89263,Business,40,4.3,2024-02
BYD-106068,2026-04-04,BYD Seagull,Hatchback,EV,2023,Australia,Oceania,Dealership,Financing,Salesperson_024,1,12071.3,0.0487,587.87,11483.43,8499.03,2984.4,CUST-37078,Individual,36,4.4,2026-04
BYD-106069,2026-05-27,BYD Seagull,Hatchback,EV,2023,Japan,Asia,Corporate,Financing,Salesperson_007,1,12950.46,0.0227,293.98,12656.48,10569.97,2086.52,CUST-98254,Individual,48,4.1,2026-05
BYD-106070,2026-04-01,BYD Han,Sedan,EV,2020,China,Asia,Dealership,Financing,Salesperson_011,5,50121.43,0.0153,3834.29,246772.86,200406.72,46366.14,CUST-19799,Business,6,4.8,2026-04
BYD-106071,2026-04-09,BYD Seagull,Hatchback,EV,2023,Thailand,Asia,Online,Financing,Salesperson_032,1,13538.73,0.061,825.86,12712.87,9560.15,3152.72,CUST-45306,Individual,21,4.7,2026-04
BYD-106072,2025-09-06,BYD Song Plus DM-i,SUV,PHEV,2021,Germany,Europe,Corporate,Financing,Salesperson_079,1,33794.49,0.0394,1331.5,32462.99,26969.65,5493.34,CUST-50443,Individual,59,4.8,2025-09
BYD-106073,2025-02-17,BYD Han,Sedan,EV,2020,Australia,Oceania,Fleet,Cash,Salesperson_091,1,58584.61,0.0822,4815.65,53768.96,41249.76,12519.19,CUST-83342,Individual,24,5.0,2025-02
BYD-106074,2025-11-07,BYD Qin Plus DM-i,Sedan,PHEV,2021,UAE,Middle East,Corporate,Lease,Salesperson_038,1,20079.76,0.0407,817.25,19262.51,14159.76,5102.75,CUST-68937,Individual,31,4.6,2025-11
BYD-106075,2024-11-23,BYD Han,Sedan,EV,2020,China,Asia,Fleet,Cash,Salesperson_078,1,53843.5,0.0,0.0,53843.5,41231.63,12611.87,CUST-89405,Individual,36,4.3,2024-11
BYD-106076,2025-11-28,BYD Han,Sedan,EV,2020,Brazil,South America,Fleet,Lease,Salesperson_062,1,50053.67,0.0853,4269.58,45784.09,34695.24,11088.86,CUST-50857,Government,36,4.2,2025-11
BYD-106077,2024-05-23,BYD Atto 3,SUV,EV,2022,Mexico,North America,Fleet,Cash,Salesperson_054,2,35111.54,0.071,4985.84,65237.24,53634.33,11602.91,CUST-71318,Individual,47,4.7,2024-05
BYD-106078,2026-01-08,BYD Dolphin,Hatchback,EV,2023,Japan,Asia,Fleet,Financing,Salesperson_034,2,26415.58,0.0532,2810.62,50020.54,36339.04,13681.5,CUST-61179,Business,47,4.3,2026-01
BYD-106079,2024-01-27,BYD Seagull,Hatchback,EV,2023,Brazil,South America,Online,Cash,Salesperson_014,1,12163.67,0.0302,367.34,11796.33,9320.19,2476.14,CUST-88651,Individual,5,3.3,2024-01
BYD-106080,2025-11-02,BYD Dolphin,Hatchback,EV,2023,United Kingdom,Europe,Corporate,Financing,Salesperson_052,1,26410.3,0.0375,990.39,25419.91,18833.65,6586.26,CUST-96381,Individual,23,4.0,2025-11
BYD-106081,2025-05-24,BYD Han,Sedan,EV,2020,Australia,Oceania,Corporate,Lease,Salesperson_033,1,55248.63,0.0571,3154.7,52093.93,44154.48,7939.45,CUST-41429,Individual,40,5.0,2025-05
BYD-106082,2024-10-29,BYD Tang,SUV,EV,2021,UAE,Middle East,Online,Financing,Salesperson_052,1,63179.07,0.0968,6115.73,57063.34,47613.89,9449.45,CUST-28442,Business,23,3.3,2024-10
BYD-106083,2024-09-22,BYD Shark,Pickup,PHEV,2024,Germany,Europe,Dealership,Financing,Salesperson_076,1,54622.2,0.0293,1600.43,53021.77,40984.32,12037.45,CUST-53256,Individual,19,4.5,2024-09
BYD-106084,2026-07-17,BYD Dolphin,Hatchback,EV,2023,Pakistan,Asia,Dealership,Cash,Salesperson_048,1,25160.64,0.0477,1200.16,23960.48,17528.14,6432.33,CUST-71579,Individual,31,4.6,2026-07
BYD-106085,2025-03-04,BYD Dolphin,Hatchback,EV,2023,Japan,Asia,Corporate,Cash,Salesperson_092,1,25741.7,0.1257,3235.73,22505.97,17142.53,5363.44,CUST-33887,Individual,35,4.3,2025-03
BYD-106086,2025-02-18,BYD Song Plus DM-i,SUV,PHEV,2021,China,Asia,Corporate,Financing,Salesperson_088,1,30610.43,0.0,0.0,30610.43,23775.47,6834.96,CUST-59625,Individual,41,3.9,2025-02
BYD-106087,2025-02-01,BYD Song Plus DM-i,SUV,PHEV,2021,Japan,Asia,Corporate,Financing,Salesperson_069,5,31155.72,0.0,0.0,155778.6,124241.44,31537.16,CUST-16430,Individual,28,3.7,2025-02
BYD-106088,2026-01-24,BYD Yuan Plus,SUV,EV,2022,Japan,Asia,Unknown,Cash,Salesperson_023,1,27908.18,0.0,0.0,27908.18,21102.36,6805.82,CUST-47101,Individual,9,4.4,2026-01
BYD-106089,2024-02-06,BYD Yuan Plus,SUV,EV,2022,Germany,Europe,Online,Cash,Salesperson_045,1,30921.98,0.0044,136.06,30785.92,24804.96,5980.97,CUST-47277,Individual,47,4.1,2024-02
BYD-106090,2025-08-20,BYD Shark,Pickup,PHEV,2024,Australia,Oceania,Online,Financing,Salesperson_047,1,56333.03,0.05,2816.65,53516.38,43987.94,9528.44,CUST-89979,Business,60,5.0,2025-08
BYD-106091,2025-12-26,BYD Dolphin,Hatchback,EV,2023,Australia,Oceania,Dealership,Financing,Salesperson_002,2,22211.4,0.0469,2083.43,42339.37,35927.32,6412.05,CUST-14001,Individual,56,4.6,2025-12
BYD-106092,2025-08-08,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Corporate,Financing,Salesperson_090,2,63457.79,0.0654,8300.28,118615.3,91271.46,27343.84,CUST-91865,Individual,11,4.1,2025-08
BYD-106093,2026-04-15,BYD Song Plus DM-i,SUV,PHEV,2021,Australia,Oceania,Dealership,Cash,Salesperson_083,1,30909.63,0.0623,1925.67,28983.96,24612.77,4371.19,CUST-27744,Individual,20,4.5,2026-04
BYD-106094,2024-07-13,BYD Shark,Pickup,PHEV,2024,Pakistan,Asia,Corporate,Cash,Salesperson_073,1,51004.51,0.0072,367.23,50637.28,37267.55,13369.72,CUST-56085,Individual,3,3.9,2024-07
BYD-106095,2024-12-17,BYD Seal,Sedan,EV,2023,Brazil,South America,Online,Financing,Salesperson_067,2,45605.68,0.0636,5801.04,85410.32,68416.33,16993.99,CUST-98349,Individual,13,4.2,2024-12
BYD-106096,2026-01-13,BYD Tang,SUV,EV,2021,Australia,Oceania,Dealership,Lease,Salesperson_013,1,63839.46,0.0578,3689.92,60149.54,51922.64,8226.9,CUST-29609,Individual,56,3.3,2026-01
BYD-106097,2025-12-31,BYD Dolphin,Hatchback,EV,2023,UAE,Middle East,Corporate,Financing,Salesperson_090,1,26013.07,0.0712,1852.13,24160.94,17919.54,6241.4,CUST-95107,Government,24,4.1,2025-12
BYD-106098,2024-08-15,BYD Seal,Sedan,EV,2023,United Kingdom,Europe,Fleet,Cash,Salesperson_078,1,42584.38,0.0302,1286.05,41298.33,33051.23,8247.1,CUST-26603,Business,59,4.6,2024-08
BYD-106099,2025-12-03,BYD Atto 3,SUV,EV,2022,Mexico,North America,Fleet,Financing,Salesperson_073,1,38052.98,0.0245,932.3,37120.68,29404.88,7715.8,CUST-79197,Individual,34,4.2,2025-12
BYD-106100,2025-07-01,BYD Tang,SUV,EV,2021,China,Asia,Online,Cash,Salesperson_097,3,68058.16,0.0599,12230.05,191944.43,138261.16,53683.27,CUST-15337,Individual,45,4.8,2025-07
BYD-106101,2025-10-15,BYD Seagull,Hatchback,EV,2023,Mexico,North America,Dealership,Financing,Salesperson_034,2,12462.25,0.0107,266.69,24657.81,18410.8,6247.01,CUST-40040,Individual,12,5.0,2025-10
BYD-106102,2026-03-14,BYD Seal,Sedan,EV,2023,Mexico,North America,Fleet,Cash,Salesperson_020,1,44549.73,0.0944,4205.49,40344.24,31559.27,8784.96,CUST-86751,Individual,51,4.7,2026-03
BYD-106103,2025-05-02,BYD Shark,Pickup,PHEV,2024,Thailand,Asia,Online,Financing,Salesperson_082,1,57585.86,0.075,4318.94,53266.92,40498.46,12768.46,CUST-14573,Individual,29,5.0,2025-05
BYD-106104,2026-07-17,BYD Song Plus DM-i,SUV,PHEV,2021,Japan,Asia,Dealership,Cash,Salesperson_031,1,29216.06,0.089,2600.23,26615.83,19714.86,6900.97,CUST-84401,Individual,51,4.9,2026-07
BYD-106105,2025-11-18,BYD Seagull,Hatchback,EV,2023,Germany,Europe,Corporate,Cash,Salesperson_002,1,11993.92,0.0084,100.75,11893.17,8902.6,2990.57,CUST-83550,Individual,14,4.3,2025-11
BYD-106106,2025-01-02,BYD Seagull,Hatchback,EV,2023,China,Asia,Dealership,Lease,Salesperson_099,1,13181.42,0.0,0.0,13181.42,10637.41,2544.01,CUST-82590,Individual,32,4.2,2025-01
BYD-106107,2025-06-03,BYD Seagull,Hatchback,EV,2023,Japan,Asia,Dealership,Cash,Salesperson_043,1,11583.98,0.0866,1003.17,10580.81,8801.54,1779.26,CUST-10168,Business,12,4.1,2025-06
BYD-106108,2024-11-03,BYD Han,Sedan,EV,2020,UAE,Middle East,Corporate,Lease,Salesperson_095,1,54681.67,0.0389,2127.12,52554.55,42431.74,10122.81,CUST-30370,Individual,14,3.9,2024-11
BYD-106109,2026-05-15,BYD Yuan Plus,SUV,EV,2022,Brazil,South America,Online,Cash,Salesperson_097,2,30305.22,0.0516,3127.5,57482.94,47417.88,10065.06,CUST-54836,Individual,40,4.275664983164983,2026-05
BYD-106110,2024-06-23,BYD Han,Sedan,EV,2020,China,Asia,Dealership,Financing,Salesperson_074,1,54240.44,0.0667,3617.84,50622.6,36945.7,13676.9,CUST-94600,Individual,23,4.1,2024-06
BYD-106111,2026-05-10,BYD Dolphin,Hatchback,EV,2023,Brazil,South America,Corporate,Financing,Salesperson_083,1,25891.9,0.0783,2027.34,23864.56,19884.35,3980.21,CUST-40827,Individual,29,3.6,2026-05
BYD-106112,2025-11-04,BYD Qin Plus DM-i,Sedan,PHEV,2021,Brazil,South America,Fleet,Lease,Salesperson_009,1,24349.8,0.0318,774.32,23575.48,17989.46,5586.01,CUST-58130,Government,8,4.7,2025-11
BYD-106113,2026-06-16,BYD Shark,Pickup,PHEV,2024,Japan,Asia,Online,Financing,Salesperson_094,1,54594.47,0.0093,507.73,54086.74,38965.03,15121.71,CUST-28859,Individual,40,4.0,2026-06
BYD-106114,2025-07-25,BYD Dolphin,Hatchback,EV,2023,Mexico,North America,Fleet,Cash,Salesperson_085,1,23553.85,0.079,1860.75,21693.1,18506.19,3186.9,CUST-42670,Business,54,3.5,2025-07
BYD-106115,2024-07-04,BYD Seagull,Hatchback,EV,2023,Germany,Europe,Online,Financing,Salesperson_075,1,12521.61,0.0593,742.53,11779.08,9494.76,2284.32,CUST-50390,Individual,60,4.9,2024-07
BYD-106116,2024-10-27,BYD Dolphin,Hatchback,EV,2023,Germany,Europe,Corporate,Lease,Salesperson_084,1,24855.04,0.0242,601.49,24253.55,19723.47,4530.07,CUST-82472,Individual,10,4.9,2024-10
BYD-106117,2024-04-09,BYD Tang,SUV,EV,2021,Mexico,North America,Dealership,Lease,Salesperson_019,1,57351.66,0.0453,2598.03,54753.63,44757.87,9995.76,CUST-47368,Individual,39,4.275664983164983,2024-04
BYD-106118,2025-04-27,BYD Han,Sedan,EV,2020,Thailand,Asia,Fleet,Financing,Salesperson_020,1,51642.33,0.1191,6150.6,45491.73,38934.96,6556.77,CUST-68005,Business,8,4.0,2025-04
BYD-106119,2024-05-11,BYD Seagull,Hatchback,EV,2023,Thailand,Asia,Dealership,Financing,Salesperson_011,1,11622.91,0.0801,931.0,10691.91,8818.34,1873.57,CUST-97838,Individual,36,3.9,2024-05
BYD-106120,2026-01-28,BYD Shark,Pickup,PHEV,2024,China,Asia,Corporate,Financing,Salesperson_027,1,55452.38,0.0174,964.87,54487.51,47600.51,6887.0,CUST-22901,Government,51,3.9,2026-01
BYD-106121,2024-09-21,BYD Atto 3,SUV,EV,2022,Brazil,South America,Dealership,Lease,Salesperson_079,1,40798.35,0.0695,2835.49,37962.86,27857.41,10105.46,CUST-29208,Individual,42,3.2,2024-09
BYD-106122,2026-01-12,BYD Tang,SUV,EV,2021,Pakistan,Asia,Online,Lease,Salesperson_006,1,74137.18,0.0969,7183.89,66953.29,54272.89,12680.4,CUST-44174,Individual,24,4.1,2026-01
BYD-106123,2026-04-07,BYD Dolphin,Hatchback,EV,2023,UAE,Middle East,Dealership,Financing,Salesperson_043,1,23673.82,0.0575,1361.24,22312.58,19336.76,2975.82,CUST-49555,Individual,31,4.1,2026-04
BYD-106124,2025-07-26,BYD Tang,SUV,EV,2021,Japan,Asia,Dealership,Financing,Salesperson_081,1,58722.18,0.0636,3734.73,54987.45,40215.91,14771.54,CUST-86164,Individual,11,5.0,2025-07
BYD-106125,2026-02-20,BYD Dolphin,Hatchback,EV,2023,Japan,Asia,Fleet,Lease,Salesperson_095,1,22405.67,0.0778,1743.16,20662.51,17466.27,3196.24,CUST-73346,Individual,23,4.4,2026-02
BYD-106126,2026-07-23,BYD Yuan Plus,SUV,EV,2022,Australia,Oceania,Dealership,Lease,Salesperson_023,1,32054.52,0.1211,3881.8,28172.72,20477.85,7694.86,CUST-73310,Business,34,4.0,2026-07
BYD-106127,2024-07-06,BYD Qin Plus DM-i,Sedan,PHEV,2021,Brazil,South America,Corporate,Financing,Salesperson_095,1,20752.11,0.0,0.0,20752.11,17530.92,3221.19,CUST-80707,Individual,10,4.4,2024-07
BYD-106128,2025-11-27,BYD Seagull,Hatchback,EV,2023,China,Asia,Online,Cash,Salesperson_008,10,13129.29,0.0745,9781.32,121511.58,97078.02,24433.56,CUST-75154,Individual,57,3.6,2025-11
BYD-106129,2026-07-10,BYD Seagull,Hatchback,EV,2023,China,Asia,Dealership,Lease,Salesperson_064,1,12684.5,0.0118,149.68,12534.82,10633.87,1900.95,CUST-92305,Individual,45,4.3,2026-07
BYD-106130,2024-12-09,BYD Tang,SUV,EV,2021,Thailand,Asia,Fleet,Financing,Salesperson_042,5,59571.19,0.0,0.0,297855.95,245795.31,52060.64,CUST-33137,Individual,12,3.9,2024-12
BYD-106131,2025-11-01,BYD Dolphin,Hatchback,EV,2023,Mexico,North America,Fleet,Lease,Salesperson_054,1,23896.97,0.0834,1993.01,21903.96,16975.9,4928.06,CUST-66704,Individual,51,4.4,2025-11
BYD-106132,2024-04-01,BYD Seagull,Hatchback,EV,2023,China,Asia,Corporate,Lease,Salesperson_094,2,12140.37,0.0048,116.55,24164.19,19514.0,4650.19,CUST-77234,Individual,25,4.6,2024-04
BYD-106133,2024-08-15,BYD Atto 3,SUV,EV,2022,China,Asia,Dealership,Cash,Salesperson_100,1,39913.86,0.0319,1273.25,38640.61,32115.36,6525.24,CUST-56941,Individual,22,4.0,2024-08
BYD-106134,2024-12-29,BYD Han,Sedan,EV,2020,Germany,Europe,Online,Financing,Salesperson_080,3,51600.4,0.0234,3622.35,151178.85,115457.07,35721.78,CUST-63849,Individual,15,4.4,2024-12
BYD-106135,2024-08-16,BYD Tang,SUV,EV,2021,UAE,Middle East,Fleet,Cash,Salesperson_074,1,60815.73,0.0,0.0,60815.73,43832.76,16982.97,CUST-51451,Business,24,3.9,2024-08
BYD-106136,2026-02-01,BYD Atto 3,SUV,EV,2022,Germany,Europe,Online,Financing,Salesperson_089,3,34387.31,0.0452,4662.92,98499.01,77987.14,20511.87,CUST-57836,Individual,43,3.7,2026-02
BYD-106137,2026-06-11,BYD Tang,SUV,EV,2021,Germany,Europe,Corporate,Lease,Salesperson_063,1,64929.94,0.0558,3623.09,61306.85,53349.24,7957.61,CUST-11874,Individual,17,4.8,2026-06
BYD-106138,2024-11-10,BYD Dolphin,Hatchback,EV,2023,Australia,Oceania,Corporate,Financing,Salesperson_032,1,25536.33,0.0435,1110.83,24425.5,19479.42,4946.07,CUST-57052,Individual,33,4.9,2024-11
BYD-106139,2025-03-06,BYD Atto 3,SUV,EV,2022,Japan,Asia,Dealership,Lease,Salesperson_013,1,34338.84,0.0582,1998.52,32340.32,25559.04,6781.28,CUST-27504,Individual,47,4.4,2025-03
BYD-106140,2026-03-18,BYD Atto 3,SUV,EV,2022,China,Asia,Online,Financing,Salesperson_083,2,36568.62,0.1117,8169.43,64967.81,55399.59,9568.22,CUST-77980,Individual,34,4.7,2026-03
BYD-106141,2026-06-27,BYD Yuan Plus,SUV,EV,2022,Australia,Oceania,Dealership,Financing,Salesperson_100,1,31846.12,0.0697,2219.67,29626.45,24529.96,5096.48,CUST-46662,Individual,47,3.4,2026-06
BYD-106142,2024-12-05,BYD Dolphin,Hatchback,EV,2023,China,Asia,Dealership,Financing,Salesperson_100,1,26213.59,0.0458,1200.58,25013.01,18637.25,6375.76,CUST-41069,Individual,15,4.8,2024-12
BYD-106143,2025-01-15,BYD Shark,Pickup,PHEV,2024,UAE,Middle East,Online,Financing,Salesperson_072,3,48762.39,0.0574,8396.88,137890.29,109356.65,28533.64,CUST-11277,Individual,59,5.0,2025-01
BYD-106144,2024-09-23,BYD Dolphin,Hatchback,EV,2023,Japan,Asia,Corporate,Financing,Salesperson_094,2,23774.9,0.04,1901.99,45647.81,35628.27,10019.54,CUST-49276,Business,27,4.6,2024-09
BYD-106145,2025-08-22,BYD Song Plus DM-i,SUV,PHEV,2021,United Kingdom,Europe,Fleet,Financing,Salesperson_070,1,28661.75,0.0361,1034.69,27627.06,22141.09,5485.97,CUST-48675,Individual,23,4.2,2025-08
BYD-106146,2024-10-28,BYD Song Plus DM-i,SUV,PHEV,2021,China,Asia,Corporate,Financing,Salesperson_065,2,36101.1,0.0838,6050.54,66151.66,52140.19,14011.46,CUST-41982,Individual,6,3.6,2024-10
BYD-106147,2025-04-19,BYD Yuan Plus,SUV,EV,2022,Japan,Asia,Corporate,Cash,Salesperson_029,1,33049.27,0.0793,2620.81,30428.46,23860.08,6568.38,CUST-95523,Individual,56,4.6,2025-04
BYD-106148,2026-05-21,BYD Atto 3,SUV,EV,2022,China,Asia,Fleet,Financing,Salesperson_083,1,36065.78,0.0397,1431.81,34633.97,26839.41,7794.56,CUST-49569,Individual,44,4.6,2026-05
BYD-106149,2024-04-30,BYD Tang,SUV,EV,2021,United Kingdom,Europe,Corporate,Lease,Salesperson_066,2,63091.51,0.0266,3356.47,122826.55,93125.5,29701.06,CUST-29670,Individual,17,4.9,2024-04
BYD-106150,2025-04-26,BYD Song Plus DM-i,SUV,PHEV,2021,Brazil,South America,Fleet,Financing,Salesperson_059,1,31802.31,0.0568,1806.37,29995.94,24646.75,5349.19,CUST-46083,Individual,23,4.1,2025-04
BYD-106151,2024-02-24,BYD Atto 3,SUV,EV,2022,Australia,Oceania,Fleet,Financing,Salesperson_005,2,39231.02,0.0889,6975.28,71486.76,59356.13,12130.63,CUST-64869,Individual,44,4.0,2024-02
BYD-106152,2026-06-06,BYD Song Plus DM-i,SUV,PHEV,2021,Germany,Europe,Dealership,Financing,Salesperson_078,1,30256.87,0.0248,750.37,29506.5,22169.18,7337.32,CUST-44763,Individual,55,3.9,2026-06
BYD-106153,2025-10-11,BYD Song Plus DM-i,SUV,PHEV,2021,Pakistan,Asia,Corporate,Lease,Salesperson_016,3,34666.84,0.0705,7332.04,96668.48,77683.96,18984.53,CUST-57164,Government,10,3.8,2025-10
BYD-106154,2025-08-20,BYD Han,Sedan,EV,2020,Japan,Asia,Fleet,Lease,Salesperson_079,1,63346.31,0.0666,4218.86,59127.45,50665.17,8462.27,CUST-30831,Business,33,4.6,2025-08
BYD-106155,2025-08-17,BYD Song Plus DM-i,SUV,PHEV,2021,United Kingdom,Europe,Dealership,Lease,Salesperson_025,1,33129.05,0.0991,3283.09,29845.96,22270.02,7575.95,CUST-30681,Individual,12,4.3,2025-08
BYD-106156,2025-09-27,BYD Han,Sedan,EV,2020,Brazil,South America,Corporate,Financing,Salesperson_093,1,49236.05,0.0248,1221.05,48015.0,39303.15,8711.85,CUST-15176,Individual,23,4.6,2025-09
BYD-106157,2024-03-13,BYD Seal,Sedan,EV,2023,Pakistan,Asia,Corporate,Financing,Salesperson_090,1,44530.8,0.0384,1709.98,42820.82,36728.3,6092.52,CUST-39858,Individual,19,4.4,2024-03
BYD-106158,2025-04-28,BYD Yuan Plus,SUV,EV,2022,Australia,Oceania,Dealership,Financing,Salesperson_070,5,31001.87,0.1048,16244.98,138764.37,104210.42,34553.95,CUST-90267,Individual,7,4.1,2025-04
BYD-106159,2026-06-29,BYD Shark,Pickup,PHEV,2024,China,Asia,Online,Financing,Salesperson_013,3,53920.65,0.0851,13765.94,147996.01,118864.89,29131.12,CUST-47785,Individual,15,3.8,2026-06
BYD-106160,2024-07-18,BYD Tang,SUV,EV,2021,Thailand,Asia,Fleet,Financing,Salesperson_033,1,63952.11,0.0687,4393.51,59558.6,48346.74,11211.87,CUST-83488,Individual,23,5.0,2024-07
BYD-106161,2025-05-27,BYD Shark,Pickup,PHEV,2024,Thailand,Asia,Corporate,Financing,Salesperson_090,5,53180.87,0.0,0.0,265904.35,204459.88,61444.47,CUST-15498,Individual,55,4.4,2025-05
BYD-106162,2024-05-02,BYD Seagull,Hatchback,EV,2023,Japan,Asia,Corporate,Cash,Salesperson_051,1,12263.49,0.0785,962.68,11300.81,9429.99,1870.82,CUST-56273,Individual,53,5.0,2024-05
BYD-106163,2026-06-07,BYD Seal,Sedan,EV,2023,Japan,Asia,Corporate,Financing,Salesperson_094,1,33834.79,0.0141,477.07,33357.72,28314.96,5042.76,CUST-42617,Individual,46,4.6,2026-06
BYD-106164,2025-11-28,BYD Song Plus DM-i,SUV,PHEV,2021,Japan,Asia,Online,Cash,Salesperson_080,1,31816.74,0.039,1240.85,30575.89,24654.77,5921.12,CUST-42343,Individual,14,4.1,2025-11
BYD-106165,2025-01-25,BYD Qin Plus DM-i,Sedan,PHEV,2021,United Kingdom,Europe,Corporate,Lease,Salesperson_095,1,22251.83,0.0235,522.92,21728.91,15878.95,5849.97,CUST-23429,Business,27,4.1,2025-01
BYD-106166,2025-06-26,BYD Atto 3,SUV,EV,2022,China,Asia,Dealership,Cash,Salesperson_054,3,40038.89,0.0652,7831.61,112285.06,84325.47,27959.6,CUST-95349,Business,55,3.9,2025-06
BYD-106167,2024-11-01,BYD Atto 3,SUV,EV,2022,United Kingdom,Europe,Fleet,Cash,Salesperson_018,1,34004.57,0.0,0.0,34004.57,29085.58,4918.99,CUST-80166,Individual,30,5.0,2024-11
BYD-106168,2025-02-27,BYD Seagull,Hatchback,EV,2023,Australia,Oceania,Corporate,Financing,Salesperson_074,3,12549.29,0.0409,1539.8,36108.07,29586.5,6521.57,CUST-59063,Individual,4,5.0,2025-02
BYD-106169,2024-02-25,BYD Song Plus DM-i,SUV,PHEV,2021,United Kingdom,Europe,Online,Financing,Salesperson_067,1,33207.99,0.0647,2148.56,31059.43,26537.05,4522.38,CUST-48578,Individual,23,4.275664983164983,2024-02
BYD-106170,2026-06-10,BYD Seal,Sedan,EV,2023,Thailand,Asia,Corporate,Cash,Salesperson_014,1,40899.15,0.0385,1574.62,39324.53,31575.58,7748.95,CUST-41820,Individual,43,4.7,2026-06
BYD-106171,2026-05-24,BYD Seagull,Hatchback,EV,2023,Thailand,Asia,Dealership,Cash,Salesperson_095,1,12737.47,0.0282,359.2,12378.27,10731.96,1646.31,CUST-74297,Business,58,4.1,2026-05
BYD-106172,2024-06-03,BYD Han,Sedan,EV,2020,Australia,Oceania,Online,Cash,Salesperson_048,1,58740.16,0.0224,1315.78,57424.38,47931.47,9492.91,CUST-80244,Individual,24,3.5,2024-06
BYD-106173,2024-05-20,BYD Seagull,Hatchback,EV,2023,China,Asia,Fleet,Financing,Salesperson_064,5,11956.76,0.0562,3359.85,56423.95,42260.41,14163.54,CUST-34272,Individual,59,4.0,2024-05
BYD-106174,2024-07-24,BYD Seal,Sedan,EV,2023,Pakistan,Asia,Corporate,Financing,Salesperson_099,2,37445.38,0.0303,2269.19,72621.57,63835.14,8786.43,CUST-93654,Individual,57,4.7,2024-07
BYD-106175,2024-12-16,BYD Han,Sedan,EV,2020,United Kingdom,Europe,Online,Lease,Salesperson_053,1,53547.97,0.0306,1638.57,51909.4,43880.51,8028.89,CUST-65686,Individual,4,4.9,2024-12
BYD-106176,2025-02-23,BYD Han,Sedan,EV,2020,Brazil,South America,Online,Cash,Salesperson_060,1,54131.64,0.0,0.0,54131.64,39448.63,14683.01,CUST-93826,Individual,32,4.3,2025-02
BYD-106177,2025-08-06,BYD Tang,SUV,EV,2021,China,Asia,Dealership,Financing,Salesperson_001,1,62722.65,0.0777,4873.55,57849.1,48534.1,9315.0,CUST-32440,Government,3,3.9,2025-08
